geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
EDSM 19-26-RV01 1/24/2019	38.15043	38.15043	-121.68456	-121.68456
EDSM 19-26-LSR01 1/24/2019	38.06876	38.06876	-121.82739	-121.82739
EDSM 19-26-LSR03 1/24/2019	38.05935	38.05935	-121.81463	-121.81463
EDSM 19-26-RV03 1/24/2019	38.1435	38.1435	-121.69273	-121.69273
EDSM 19-26-MIW02 1/24/2019	38.02228	38.02228	-121.52027	-121.52027
EDSM 19-26-VC01 1/24/2019	37.83583	37.83583	-121.54104	-121.54104
EDSM 19-26-MIW01 1/24/2019	37.97134	37.97134	-121.48667	-121.48667
EDSM 19-26-SBW01 1/24/2019	38.05318	38.05318	-122.0764	-122.0764
EDSM 19-26-SBM01 1/24/2019	38.08409	38.08409	-122.05592	-122.05592
EDSM 19-26-SBM02 1/24/2019	38.0572	38.0572	-121.97785	-121.97785
EDSM 19-26-HC01 1/25/2019	38.03906	38.03906	-121.57019	-121.57019
EDSM 19-26-RV02 1/25/2019	38.09316	38.09316	-121.72576	-121.72576
EDSM 19-26-GB01 1/25/2019	38.10426	38.10426	-122.04397	-122.04397
EDSM 19-26-HC02 1/25/2019	38.0047	38.0047	-121.56028	-121.56028
EDSM 19-26-LSR02 1/25/2019	38.08738	38.08738	-121.74878	-121.74878
EDSM 19-26-LSR04 1/25/2019	38.08401	38.08401	-121.75016	-121.75016
EDSM 19-26-SM01 1/25/2019	38.12317	38.12317	-122.05631	-122.05631
EDSM 19-26-SM02 1/25/2019	38.13239	38.13239	-122.06084	-122.06084
EDSM 19-26-FT01 1/25/2019	38.04697	38.04697	-121.64955	-121.64955
EDSM 19-27-LSR02 1/28/2019	38.08093	38.08093	-121.74744	-121.74744
EDSM 19-27-PP01 1/28/2019	38.05906	38.05906	-121.5545	-121.5545
EDSM 19-27-SM03 1/28/2019	38.16764	38.16764	-121.94309	-121.94309
EDSM 19-27-PP02 1/28/2019	38.1004	38.1004	-121.59785	-121.59785
EDSM 19-27-RV03 1/28/2019	38.08162	38.08162	-121.72976	-121.72976
EDSM 19-27-SM02 1/28/2019	38.21032	38.21032	-122.03457	-122.03457
EDSM 19-27-RV02 1/28/2019	38.1018	38.1018	-121.72014	-121.72014
EDSM 19-27-SJT02 1/28/2019	38.08991	38.08991	-121.63938	-121.63938
EDSM 19-27-SJT01 1/28/2019	38.09179	38.09179	-121.64644	-121.64644
EDSM 19-27-SM01 1/28/2019	38.18224	38.18224	-122.05282	-122.05282
EDSM 19-27-LSR03 1/29/2019	38.06545	38.06545	-121.83315	-121.83315
EDSM 19-27-LSJ02 1/29/2019	38.02428	38.02428	-121.74692	-121.74692
EDSM 19-27-CF02 1/29/2019	38.02736	38.02736	-121.82869	-121.82869
EDSM 19-27-LSJ01 1/29/2019	38.02365	38.02365	-121.69008	-121.69008
EDSM 19-27-LSR01 1/29/2019	38.02962	38.02962	-121.7849	-121.7849
EDSM 19-27-CF01 1/29/2019	38.05353	38.05353	-121.88236	-121.88236
EDSM 19-27-HB01 1/29/2019	38.0527	38.0527	-121.95001	-121.95001
EDSM 19-27-SJT03 1/29/2019	38.07165	38.07165	-121.67944	-121.67944
EDSM 19-27-RV01 1/29/2019	38.13475	38.13475	-121.69167	-121.69167
EDSM 19-27-CS02 1/30/2019	38.24837	38.24837	-121.68701	-121.68701
EDSM 19-27-SBM01 1/30/2019	38.07177	38.07177	-121.99922	-121.99922
EDSM 19-27-CS01 1/30/2019	38.2709	38.2709	-121.70473	-121.70473
EDSM 19-27-FT03 1/30/2019	38.03738	38.03738	-121.5917	-121.5917
EDSM 19-27-HB02 1/30/2019	38.05329	38.05329	-121.9711	-121.9711
EDSM 19-27-FT01 1/30/2019	38.04889	38.04889	-121.59073	-121.59073
EDSM 19-27-CS03 1/30/2019	38.29056	38.29056	-121.7254	-121.7254
EDSM 19-27-CS04 1/30/2019	38.247	38.247	-121.67662	-121.67662
EDSM 19-27-FT02 1/30/2019	38.04012	38.04012	-121.62734	-121.62734
EDSM 19-27-SBW01 1/30/2019	38.07605	38.07605	-122.09854	-122.09854
EDSM 19-27-SPE01 1/30/2019	38.0388	38.0388	-122.29212	-122.29212
EDSM 19-27-SPE03 1/31/2019	38.06087	38.06087	-122.27737	-122.27737
EDSM 19-27-SPE02 1/31/2019	38.06049	38.06049	-122.32207	-122.32207
EDSM 19-27-CQS01 1/31/2019	38.06213	38.06213	-122.20587	-122.20587
EDSM 19-27-LSSC02 1/31/2019	38.26148	38.26148	-121.66576	-121.66576
EDSM 19-27-LSSC01 1/31/2019	38.22265	38.22265	-121.67433	-121.67433
EDSM 19-27-LSSC03 1/31/2019	38.35131	38.35131	-121.64025	-121.64025
EDSM 19-27-USSC01 1/31/2019	38.48612	38.48612	-121.58452	-121.58452
EDSM 19-27-VC01 1/31/2019	37.86323	37.86323	-121.575	-121.575
EDSM 19-27-MIW01 1/31/2019	38.00271	38.00271	-121.52523	-121.52523
EDSM 19-27-GLW01 1/31/2019	37.78277	37.78277	-121.49061	-121.49061
EDSM 19-28-PP01 2/4/2019	38.05208	38.05208	-121.51922	-121.51922
EDSM 19-28-SJT02 2/4/2019	38.0948	38.0948	-121.65059	-121.65059
EDSM 19-28-CS01 2/4/2019	38.31521	38.31521	-121.69237	-121.69237
EDSM 19-28-CS02 2/4/2019	38.27612	38.27612	-121.70745	-121.70745
EDSM 19-28-LNR01 2/4/2019	38.08443	38.08443	-122.25171	-122.25171
EDSM 19-28-SJT03 2/4/2019	38.09938	38.09938	-121.62965	-121.62965
EDSM 19-28-SJT01 2/4/2019	38.10432	38.10432	-121.60321	-121.60321
EDSM 19-28-SPE02 2/4/2019	38.04684	38.04684	-122.31214	-122.31214
EDSM 19-28-SPE01 2/4/2019	38.0803	38.0803	-122.33046	-122.33046
EDSM 19-28-CQS01 2/4/2019	38.05177	38.05177	-122.17287	-122.17287
EDSM 19-28-CQS02 2/4/2019	38.06353	38.06353	-122.20997	-122.20997
EDSM 19-28-SBW01 2/5/2019	38.04617	38.04617	-122.10407	-122.10407
EDSM 19-28-LSJ02 2/5/2019	38.03697	38.03697	-121.7095	-121.7095
EDSM 19-28-SBW03 2/5/2019	38.06867	38.06867	-122.07953	-122.07953
EDSM 19-28-LSJ01 2/5/2019	38.04645	38.04645	-121.69573	-121.69573
EDSM 19-28-LSSC03 2/5/2019	38.3787	38.3787	-121.627	-121.627
EDSM 19-28-SBW02 2/5/2019	38.08979	38.08979	-122.07962	-122.07962
EDSM 19-28-SJT04 2/5/2019	38.09489	38.09489	-121.67376	-121.67376
EDSM 19-28-LSSC02 2/5/2019	38.34064	38.34064	-121.64464	-121.64464
EDSM 19-28-LSSC01 2/5/2019	38.18119	38.18119	-121.66565	-121.66565
EDSM 19-28-FT01 2/6/2019	38.03257	38.03257	-121.60846	-121.60846
EDSM 19-28-LSR01 2/6/2019	38.0609	38.0609	-121.8147	-121.8147
EDSM 19-28-HB01 2/6/2019	38.04926	38.04926	-121.96051	-121.96051
EDSM 19-28-SBM01 2/6/2019	38.08387	38.08387	-121.98871	-121.98871
EDSM 19-28-RV02 2/6/2019	38.09255	38.09255	-121.73754	-121.73754
EDSM 19-28-VC01 2/6/2019	37.82232	37.82232	-121.55206	-121.55206
EDSM 19-28-RV03 2/6/2019	38.10337	38.10337	-121.72417	-121.72417
EDSM 19-28-SBM02 2/6/2019	38.09493	38.09493	-122.02966	-122.02966
EDSM 19-28-HC01 2/6/2019	37.99972	37.99972	-121.56945	-121.56945
EDSM 19-28-RV01 2/7/2019	38.16626	38.16626	-121.67484	-121.67484
EDSM 19-28-CS03 2/7/2019	38.24516	38.24516	-121.69607	-121.69607
EDSM 19-28-CS04 2/7/2019	38.25494	38.25494	-121.67144	-121.67144
EDSM 19-28-GB01 2/7/2019	38.10572	38.10572	-122.05966	-122.05966
EDSM 19-28-SM02 2/7/2019	38.15045	38.15045	-122.05436	-122.05436
EDSM 19-28-SM01 2/7/2019	38.1097	38.1097	-121.89024	-121.89024
EDSM 19-28-FT02 2/7/2019	38.01836	38.01836	-121.62803	-121.62803
EDSM 19-28-FT03 2/7/2019	38.0296	38.0296	-121.58871	-121.58871
EDSM 19-28-OR01 2/7/2019	37.92558	37.92558	-121.5588	-121.5588
EDSM 19-28-MIW01 2/7/2019	38.03879	38.03879	-121.52331	-121.52331
EDSM 19-29-LSSC01 2/11/2019	38.20209	38.20209	-121.6587	-121.6587
EDSM 19-29-LSJ05 2/11/2019	38.0141	38.0141	-121.68368	-121.68368
EDSM 19-29-SM04 2/11/2019	38.11646	38.11646	-122.05923	-122.05923
EDSM 19-29-SM02 2/11/2019	38.12646	38.12646	-122.08179	-122.08179
EDSM 19-29-LSJ03 2/11/2019	38.02104	38.02104	-121.80483	-121.80483
EDSM 19-29-SM01 2/11/2019	38.16993	38.16993	-122.02828	-122.02828
EDSM 19-29-LSJ06 2/11/2019	38.02407	38.02407	-121.78591	-121.78591
EDSM 19-29-LSSC03 2/11/2019	38.33152	38.33152	-121.64796	-121.64796
EDSM 19-29-LSSC02 2/11/2019	38.40041	38.40041	-121.61697	-121.61697
EDSM 19-29-LSJ04 2/11/2019	38.02596	38.02596	-121.73584	-121.73584
EDSM 19-29-SM03 2/11/2019	38.15492	38.15492	-121.92264	-121.92264
EDSM 19-29-LSJ01 2/12/2019	38.03636	38.03636	-121.7287	-121.7287
EDSM 19-29-LSJ02 2/12/2019	38.05033	38.05033	-121.69496	-121.69496
EDSM 19-29-PP01 2/12/2019	38.05565	38.05565	-121.52853	-121.52853
EDSM 19-29-SBM04 2/12/2019	38.06389	38.06389	-122.02337	-122.02337
EDSM 19-29-SBW01 2/12/2019	38.06951	38.06951	-122.10064	-122.10064
EDSM 19-29-SBM03 2/12/2019	38.09927	38.09927	-122.05298	-122.05298
EDSM 19-29-SBM01 2/12/2019	38.08875	38.08875	-122.00962	-122.00962
EDSM 19-29-RV01 2/12/2019	38.15734	38.15734	-121.68019	-121.68019
EDSM 19-29-RV02 2/12/2019	38.12234	38.12234	-121.69945	-121.69945
EDSM 19-29-LSR01 2/12/2019	38.05821	38.05821	-121.79391	-121.79391
EDSM 19-29-RV03 2/12/2019	38.09353	38.09353	-121.73512	-121.73512
EDSM 19-29-FT01 2/14/2019	38.03627	38.03627	-121.60716	-121.60716
EDSM 19-29-VC01 2/14/2019	37.83426	37.83426	-121.55468	-121.55468
EDSM 19-29-CS01 2/15/2019	38.33351	38.33351	-121.65085	-121.65085
EDSM 19-29-CS02 2/15/2019	38.26641	38.26641	-121.69725	-121.69725
EDSM 19-29-CQS01 2/15/2019	38.04062	38.04062	-122.16481	-122.16481
EDSM 19-29-CQS02 2/15/2019	38.06256	38.06256	-122.24101	-122.24101
EDSM 19-30-SM02 2/19/2019	38.14331	38.14331	-122.06133	-122.06133
EDSM 19-30-SM01 2/19/2019	38.17929	38.17929	-122.00666	-122.00666
EDSM 19-30-SM03 2/19/2019	38.15356	38.15356	-121.92025	-121.92025
EDSM 19-30-LSSC01 2/19/2019	38.20827	38.20827	-121.65954	-121.65954
EDSM 19-30-LSSC03 2/19/2019	38.25087	38.25087	-121.66809	-121.66809
EDSM 19-30-LSSC02 2/19/2019	38.34985	38.34985	-121.64093	-121.64093
EDSM 19-30-LSJ02 2/19/2019	38.02355	38.02355	-121.75596	-121.75596
EDSM 19-30-LSJ01 2/19/2019	38.02454	38.02454	-121.7466	-121.7466
EDSM 19-30-SJT02 2/19/2019	38.0836	38.0836	-121.67731	-121.67731
EDSM 19-30-SJT01 2/19/2019	38.09094	38.09094	-121.678	-121.678
EDSM 19-30-LSR02 2/20/2019	38.06582	38.06582	-121.81685	-121.81685
EDSM 19-30-LSR01 2/20/2019	38.06034	38.06034	-121.8138	-121.8138
EDSM 19-30-SJT04 2/20/2019	38.08987	38.08987	-121.635	-121.635
EDSM 19-30-SJT03 2/20/2019	38.09105	38.09105	-121.63164	-121.63164
EDSM 19-30-PP01 2/20/2019	38.08537	38.08537	-121.57463	-121.57463
EDSM 19-30-SPE02 2/20/2019	38.06229	38.06229	-122.2823	-122.2823
EDSM 19-30-SPE01 2/20/2019	38.02517	38.02517	-122.30928	-122.30928
EDSM 19-30-LNR01 2/20/2019	38.12725	38.12725	-122.28057	-122.28057
EDSM 19-30-RV03 2/20/2019	38.08141	38.08141	-121.73114	-121.73114
EDSM 19-30-SPE03 2/20/2019	38.05639	38.05639	-122.27351	-122.27351
EDSM 19-30-RV01 2/21/2019	38.17593	38.17593	-121.66804	-121.66804
EDSM 19-30-RV04 2/21/2019	38.1566	38.1566	-121.68684	-121.68684
EDSM 19-30-RV02 2/21/2019	38.12909	38.12909	-121.69258	-121.69258
EDSM 19-30-FT01 2/21/2019	38.04616	38.04616	-121.59698	-121.59698
EDSM 19-30-FT03 2/21/2019	38.04968	38.04968	-121.60329	-121.60329
EDSM 19-30-VC02 2/21/2019	37.8575	37.8575	-121.54093	-121.54093
EDSM 19-30-RS01 2/21/2019	37.97692	37.97692	-121.6188	-121.6188
EDSM 19-30-SBW01 2/21/2019	38.05031	38.05031	-122.12379	-122.12379
EDSM 19-30-SBW02 2/21/2019	38.08913	38.08913	-122.08588	-122.08588
EDSM 19-30-SBM01 2/21/2019	38.09785	38.09785	-122.05598	-122.05598
EDSM 19-30-SBM03 2/21/2019	38.07673	38.07673	-122.03365	-122.03365
EDSM 19-30-CS02 2/22/2019	38.27273	38.27273	-121.69371	-121.69371
EDSM 19-30-VC01 2/22/2019	37.87885	37.87885	-121.51135	-121.51135
EDSM 19-30-CF01 2/22/2019	38.07161	38.07161	-121.85117	-121.85117
EDSM 19-30-HB01 2/22/2019	38.04987	38.04987	-121.97046	-121.97046
EDSM 19-30-MIW02 2/22/2019	38.00477	38.00477	-121.51387	-121.51387
EDSM 19-30-CS01 2/22/2019	38.32148	38.32148	-121.69251	-121.69251
EDSM 19-30-CS03 2/22/2019	38.28287	38.28287	-121.71558	-121.71558
EDSM 19-30-SBM02 2/22/2019	38.07289	38.07289	-121.9871	-121.9871
EDSM 19-30-CS04 2/22/2019	38.23524	38.23524	-121.68014	-121.68014
EDSM 19-30-MIW01 2/22/2019	38.00497	38.00497	-121.54668	-121.54668
EDSM 19-31-FT01 2/25/2019	38.03849	38.03849	-121.59892	-121.59892
EDSM 19-31-GB01 2/25/2019	38.10551	38.10551	-122.05472	-122.05472
EDSM 19-31-OR01 2/25/2019	37.92116	37.92116	-121.55491	-121.55491
EDSM 19-31-USSC01 2/25/2019	38.56308	38.56308	-121.55206	-121.55206
EDSM 19-31-SM02 2/25/2019	38.18504	38.18504	-121.98373	-121.98373
EDSM 19-31-VC01 2/25/2019	37.83747	37.83747	-121.55586	-121.55586
EDSM 19-31-SM01 2/25/2019	38.11867	38.11867	-121.90609	-121.90609
EDSM 19-31-RS01 2/25/2019	37.96433	37.96433	-121.60381	-121.60381
EDSM 19-31-LSSC02 2/25/2019	38.38867	38.38867	-121.62298	-121.62298
EDSM 19-31-LSSC01 2/25/2019	38.27429	38.27429	-121.6613	-121.6613
EDSM 19-31-FT03 2/26/2019	38.04622	38.04622	-121.60087	-121.60087
EDSM 19-31-FT02 2/26/2019	38.04893	38.04893	-121.65407	-121.65407
EDSM 19-31-CS03 2/26/2019	38.2586	38.2586	-121.73785	-121.73785
EDSM 19-31-SBM02 2/26/2019	38.06283	38.06283	-122.05127	-122.05127
EDSM 19-31-SBW01 2/26/2019	38.06037	38.06037	-122.10564	-122.10564
EDSM 19-31-CF01 2/26/2019	38.04373	38.04373	-121.91887	-121.91887
EDSM 19-31-CS02 2/26/2019	38.25144	38.25144	-121.72024	-121.72024
EDSM 19-31-CS01 2/26/2019	38.3116	38.3116	-121.69287	-121.69287
EDSM 19-31-SBM01 2/27/2019	38.10134	38.10134	-122.05431	-122.05431
EDSM 19-31-SBW02 2/27/2019	38.08254	38.08254	-122.08611	-122.08611
EDSM 19-31-SBM03 2/27/2019	38.09575	38.09575	-122.03322	-122.03322
EDSM 19-31-SPE01 2/28/2019	38.07787	38.07787	-122.33063	-122.33063
EDSM 19-31-SPE02 2/28/2019	38.05711	38.05711	-122.276	-122.276
EDSM 19-31-PP01 2/28/2019	38.08646	38.08646	-121.57442	-121.57442
EDSM 19-31-SJT01 2/28/2019	38.05828	38.05828	-121.67969	-121.67969
EDSM 19-31-RV02 2/28/2019	38.13086	38.13086	-121.69309	-121.69309
EDSM 19-31-RV01 2/28/2019	38.09252	38.09252	-121.73897	-121.73897
EDSM 19-31-LNR01 2/28/2019	38.17994	38.17994	-122.29949	-122.29949
EDSM 19-31-LSR01 2/28/2019	38.03292	38.03292	-121.76641	-121.76641
EDSM 19-31-LSJ01 2/28/2019	38.02112	38.02112	-121.73542	-121.73542
EDSM 19-31-PP02 3/1/2019	38.06869	38.06869	-121.55277	-121.55277
EDSM 19-31-LSJ03 3/1/2019	38.04414	38.04414	-121.71157	-121.71157
EDSM 19-31-LSJ02 3/1/2019	38.02515	38.02515	-121.78976	-121.78976
EDSM 19-32-LSJ01 3/4/2019	38.02373	38.02373	-121.80147	-121.80147
EDSM 19-32-CS03 3/4/2019	38.2609	38.2609	-121.75134	-121.75134
EDSM 19-32-LSJ03 3/4/2019	38.02039	38.02039	-121.77957	-121.77957
EDSM 19-32-LNR01 3/4/2019	38.14283	38.14283	-122.2827	-122.2827
EDSM 19-32-LSJ02 3/4/2019	38.02924	38.02924	-121.75488	-121.75488
EDSM 19-32-CQS01 3/4/2019	38.06736	38.06736	-122.24936	-122.24936
EDSM 19-32-LSJ04 3/4/2019	38.02943	38.02943	-121.7307	-121.7307
EDSM 19-32-SPE01 3/4/2019	38.03952	38.03952	-122.32432	-122.32432
EDSM 19-32-CS01 3/4/2019	38.316	38.316	-121.69258	-121.69258
EDSM 19-32-CS02 3/4/2019	38.28921	38.28921	-121.66611	-121.66611
EDSM 19-32-SPE02 3/4/2019	38.04686	38.04686	-122.26714	-122.26714
EDSM 19-32-SBM02 3/5/2019	38.06495	38.06495	-122.01148	-122.01148
EDSM 19-32-CQS02 3/5/2019	38.03893	38.03893	-122.15505	-122.15505
EDSM 19-32-SBW01 3/5/2019	38.05713	38.05713	-122.11799	-122.11799
EDSM 19-32-LSR04 3/5/2019	38.06696	38.06696	-121.82647	-121.82647
EDSM 19-32-LSR01 3/5/2019	38.05579	38.05579	-121.80953	-121.80953
EDSM 19-32-LSR03 3/5/2019	38.07228	38.07228	-121.76666	-121.76666
EDSM 19-32-PP01 3/5/2019	38.0574	38.0574	-121.54977	-121.54977
EDSM 19-32-LSJ05 3/5/2019	38.02584	38.02584	-121.74044	-121.74044
EDSM 19-32-SJT01 3/5/2019	38.09028	38.09028	-121.63506	-121.63506
EDSM 19-32-LSR02 3/6/2019	38.0768	38.0768	-121.76432	-121.76432
EDSM 19-32-FT03 3/6/2019	38.04652	38.04652	-121.62177	-121.62177
EDSM 19-32-RV02 3/6/2019	38.11327	38.11327	-121.68866	-121.68866
EDSM 19-32-RV01 3/6/2019	38.16374	38.16374	-121.67601	-121.67601
EDSM 19-32-FT01 3/6/2019	38.02803	38.02803	-121.66387	-121.66387
EDSM 19-32-FT04 3/6/2019	38.05173	38.05173	-121.59996	-121.59996
EDSM 19-32-CF01 3/6/2019	38.06371	38.06371	-121.84772	-121.84772
EDSM 19-32-SBM01 3/6/2019	38.09573	38.09573	-122.0295	-122.0295
EDSM 19-32-SBM03 3/6/2019	38.1027	38.1027	-122.04052	-122.04052
EDSM 19-32-USSC01 3/7/2019	38.49229	38.49229	-121.58418	-121.58418
EDSM 19-32-LSSC01 3/7/2019	38.22462	38.22462	-121.67448	-121.67448
EDSM 19-32-LSSC02 3/7/2019	38.18445	38.18445	-121.66076	-121.66076
EDSM 19-32-FT02 3/7/2019	38.04463	38.04463	-121.61143	-121.61143
EDSM 19-32-VC01 3/7/2019	37.88621	37.88621	-121.49685	-121.49685
EDSM 19-32-MIW01 3/7/2019	37.97967	37.97967	-121.52305	-121.52305
EDSM 19-32-SM01 3/7/2019	38.14618	38.14618	-121.90979	-121.90979
EDSM 19-32-SM03 3/7/2019	38.17888	38.17888	-122.00457	-122.00457
EDSM 19-32-SM02 3/7/2019	38.13961	38.13961	-122.07436	-122.07436
EDSM 19-33-SM02 3/11/2019	38.21044	38.21044	-122.03461	-122.03461
EDSM 19-33-CS02 3/11/2019	38.26549	38.26549	-121.69546	-121.69546
EDSM 19-33-FT03 3/11/2019	38.03406	38.03406	-121.5886	-121.5886
EDSM 19-33-FT01 3/11/2019	38.01028	38.01028	-121.6241	-121.6241
EDSM 19-33-CS03 3/11/2019	38.24637	38.24637	-121.70402	-121.70402
EDSM 19-33-SM03 3/11/2019	38.17068	38.17068	-122.03061	-122.03061
EDSM 19-33-FT02 3/11/2019	38.05557	38.05557	-121.66186	-121.66186
EDSM 19-33-SM01 3/11/2019	38.13926	38.13926	-121.90942	-121.90942
EDSM 19-33-CS04 3/11/2019	38.28409	38.28409	-121.66481	-121.66481
EDSM 19-33-CS01 3/11/2019	38.32297	38.32297	-121.65323	-121.65323
EDSM 19-33-MIW01 3/12/2019	37.99076	37.99076	-121.51766	-121.51766
EDSM 19-33-MRW01 3/12/2019	37.9684	37.9684	-121.52875	-121.52875
EDSM 19-33-HC01 3/12/2019	37.99843	37.99843	-121.57204	-121.57204
EDSM 19-33-SBW01 3/12/2019	38.0741	38.0741	-122.08854	-122.08854
EDSM 19-33-LSSC02 3/12/2019	38.28413	38.28413	-121.65974	-121.65974
EDSM 19-33-LSSC01 3/12/2019	38.40445	38.40445	-121.61585	-121.61585
EDSM 19-33-LSSC03 3/12/2019	38.47019	38.47019	-121.58539	-121.58539
EDSM 19-33-SBM03 3/12/2019	38.067	38.067	-121.97533	-121.97533
EDSM 19-33-SBM02 3/12/2019	38.07456	38.07456	-121.99902	-121.99902
EDSM 19-33-SJT02 3/13/2019	38.09661	38.09661	-121.67089	-121.67089
EDSM 19-33-LSR02 3/13/2019	38.05946	38.05946	-121.81422	-121.81422
EDSM 19-33-SJT01 3/13/2019	38.0949	38.0949	-121.67312	-121.67312
EDSM 19-33-CF01 3/13/2019	38.04414	38.04414	-121.84423	-121.84423
EDSM 19-33-LSR01 3/13/2019	38.08655	38.08655	-121.74207	-121.74207
EDSM 19-33-LSJ02 3/13/2019	38.0453	38.0453	-121.70731	-121.70731
EDSM 19-33-LSR03 3/13/2019	38.08705	38.08705	-121.74708	-121.74708
EDSM 19-33-SBM01 3/13/2019	38.05236	38.05236	-121.97245	-121.97245
EDSM 19-33-CQS01 3/13/2019	38.05449	38.05449	-122.18763	-122.18763
EDSM 19-33-LSJ01 3/14/2019	38.01664	38.01664	-121.79236	-121.79236
EDSM 19-33-LSJ03 3/14/2019	38.02422	38.02422	-121.78531	-121.78531
EDSM 19-33-RV03 3/14/2019	38.097	38.097	-121.72768	-121.72768
EDSM 19-33-RV01 3/14/2019	38.10598	38.10598	-121.70382	-121.70382
EDSM 19-33-LNR01 3/14/2019	38.15996	38.15996	-122.29591	-122.29591
EDSM 19-33-LSJ04 3/14/2019	38.02033	38.02033	-121.737	-121.737
EDSM 19-33-RV02 3/14/2019	38.14784	38.14784	-121.68445	-121.68445
EDSM 19-33-SPE02 3/14/2019	38.07763	38.07763	-122.32758	-122.32758
EDSM 19-33-SPE01 3/14/2019	38.06164	38.06164	-122.27641	-122.27641
EDSM 19-34-OR02 3/18/2019	37.95758	37.95758	-121.57034	-121.57034
EDSM 19-34-LSR02 3/18/2019	38.06929	38.06929	-121.82963	-121.82963
EDSM 19-34-LSR01 3/18/2019	38.06004	38.06004	-121.81929	-121.81929
EDSM 19-34-OR01 3/18/2019	37.93381	37.93381	-121.55879	-121.55879
EDSM 19-34-SPE02 3/18/2019	38.06273	38.06273	-122.29888	-122.29888
EDSM 19-34-SPE01 3/18/2019	38.02588	38.02588	-122.29292	-122.29292
EDSM 19-34-GLW01 3/18/2019	37.81907	37.81907	-121.49435	-121.49435
EDSM 19-34-SPE03 3/18/2019	38.04473	38.04473	-122.27206	-122.27206
EDSM 19-34-RV02 3/18/2019	38.09974	38.09974	-121.71992	-121.71992
EDSM 19-34-CQS01 3/18/2019	38.05395	38.05395	-122.17536	-122.17536
EDSM 19-34-RV03 3/19/2019	38.12959	38.12959	-121.69734	-121.69734
EDSM 19-34-RV04 3/19/2019	38.16937	38.16937	-121.67425	-121.67425
EDSM 19-34-RV01 3/19/2019	38.16589	38.16589	-121.68026	-121.68026
EDSM 19-34-MIW01 3/19/2019	37.99576	37.99576	-121.50631	-121.50631
EDSM 19-34-HC02 3/19/2019	37.99874	37.99874	-121.57563	-121.57563
EDSM 19-34-HC01 3/19/2019	38.0701	38.0701	-121.57867	-121.57867
EDSM 19-34-SBM01 3/19/2019	38.07498	38.07498	-121.98344	-121.98344
EDSM 19-34-CF01 3/19/2019	38.04679	38.04679	-121.88272	-121.88272
EDSM 19-34-CF02 3/19/2019	38.02168	38.02168	-121.82018	-121.82018
EDSM 19-34-LSJ01 3/20/2019	38.01504	38.01504	-121.68444	-121.68444
EDSM 19-34-CS02 3/20/2019	38.2445	38.2445	-121.68288	-121.68288
EDSM 19-34-LSJ03 3/20/2019	38.02318	38.02318	-121.75039	-121.75039
EDSM 19-34-LSJ02 3/20/2019	38.03691	38.03691	-121.70391	-121.70391
EDSM 19-34-SBW02 3/20/2019	38.05765	38.05765	-122.06048	-122.06048
EDSM 19-34-SBW01 3/20/2019	38.07617	38.07617	-122.08754	-122.08754
EDSM 19-34-CS03 3/20/2019	38.28076	38.28076	-121.69353	-121.69353
EDSM 19-34-CS01 3/20/2019	38.32947	38.32947	-121.6517	-121.6517
EDSM 19-34-HB01 3/20/2019	38.06479	38.06479	-121.96613	-121.96613
EDSM 19-34-LSJ04 3/20/2019	38.04757	38.04757	-121.69301	-121.69301
EDSM 19-34-USSC01 3/21/2019	38.50029	38.50029	-121.58447	-121.58447
EDSM 19-34-LSSC02 3/21/2019	38.42358	38.42358	-121.60622	-121.60622
EDSM 19-34-LSSC01 3/21/2019	38.26952	38.26952	-121.66245	-121.66245
EDSM 19-34-PP02 3/21/2019	38.04122	38.04122	-121.52523	-121.52523
EDSM 19-34-PP03 3/21/2019	38.10047	38.10047	-121.59115	-121.59115
EDSM 19-34-PP01 3/21/2019	38.09978	38.09978	-121.58762	-121.58762
EDSM 19-34-SM01 3/21/2019	38.11044	38.11044	-121.89069	-121.89069
EDSM 19-34-GB01 3/21/2019	38.11665	38.11665	-122.05456	-122.05456
EDSM 19-34-SM02 3/21/2019	38.13375	38.13375	-122.05942	-122.05942
EDSM 19-35-GB01 3/25/2019	38.10587	38.10587	-122.0623	-122.0623
EDSM 19-35-CS02 3/25/2019	38.37443	38.37443	-121.63346	-121.63346
EDSM 19-35-GLW01 3/25/2019	37.81997	37.81997	-121.48631	-121.48631
EDSM 19-35-SM02 3/25/2019	38.16211	38.16211	-122.06012	-122.06012
EDSM 19-35-CS01 3/25/2019	38.29141	38.29141	-121.66681	-121.66681
EDSM 19-35-MRW01 3/25/2019	37.92231	37.92231	-121.52591	-121.52591
EDSM 19-35-CS03 3/25/2019	38.2551	38.2551	-121.68906	-121.68906
EDSM 19-35-SM01 3/25/2019	38.11555	38.11555	-121.8907	-121.8907
EDSM 19-35-MRW02 3/25/2019	37.90733	37.90733	-121.50872	-121.50872
EDSM 19-35-MIW01 3/26/2019	37.97513	37.97513	-121.52758	-121.52758
EDSM 19-35-MIW02 3/26/2019	37.98331	37.98331	-121.52223	-121.52223
EDSM 19-35-FT01 3/26/2019	38.03343	38.03343	-121.59375	-121.59375
EDSM 19-35-LSR01 3/26/2019	38.06229	38.06229	-121.78891	-121.78891
EDSM 19-35-RV02 3/26/2019	38.10673	38.10673	-121.71726	-121.71726
