"Station","DateTime.PT","Depth.feet","Temp.C","SpCond.uS","pH","ODOsat..","ODO.mg.L","Turbid..NTU","Chl.ug.L","Chl.RFU","Date"
"74",2019-01-30 12:59:48,10.621,10.9,868,7.9,94.1,10.37,13.6,0.9,0.2,2019-01-30
"74",2019-01-30 13:00:00,15.472,10.9,872,7.9,93.5,10.31,13.7,1,0.2,2019-01-30
"74",2019-01-30 13:00:19,18.416,10.9,877,7.91,93.4,10.29,13.5,1.1,0.3,2019-01-30
"74",2019-01-30 13:00:32,22.792,10.91,880,7.91,93.5,10.31,13.7,1.5,0.4,2019-01-30
"74",2019-01-30 13:00:44,26.182,10.91,882,7.91,93.6,10.32,13.7,1.5,0.3,2019-01-30
"74",2019-01-30 13:01:02,26.779,10.93,891,7.92,93.4,10.29,13.5,1.3,0.3,2019-01-30
"74",2019-01-30 13:01:14,32.444,10.94,897,7.92,93.4,10.28,12.9,1.3,0.3,2019-01-30
"74",2019-01-30 13:01:27,35.922,10.95,900,7.92,93.2,10.26,12.5,1.5,0.4,2019-01-30
"76",2019-01-30 13:15:43,0.623,12.22,980,8.06,107.5,11.5,7.1,9,2.2,2019-01-30
"76",2019-01-30 13:15:56,0.965,12.29,981,8.06,107.3,11.45,7,7.3,1.8,2019-01-30
"76",2019-01-30 13:16:10,2.21,12.15,978,8.07,107.1,11.47,7.5,9.6,2.3,2019-01-30
"76",2019-01-30 13:16:25,3.989,11.49,977,8.08,106,11.52,7.7,8.2,2,2019-01-30
"76",2019-01-30 13:16:37,4.901,11.4,976,8.08,105.6,11.5,7.8,6.3,1.5,2019-01-30
"76",2019-01-30 13:16:49,6.268,11.34,974,8.08,104.6,11.42,7.9,4.3,1,2019-01-30
"76",2019-01-30 13:17:01,7.829,11.26,972,8.08,103.6,11.32,7.9,3.4,0.8,2019-01-30
"76",2019-01-30 13:17:14,9.218,11.18,970,8.09,101.7,11.13,8,2.3,0.6,2019-01-30
"76",2019-01-30 13:17:33,11.359,11.15,974,8.08,99.9,10.95,7.7,2.1,0.5,2019-01-30
"76",2019-01-30 13:17:44,13.108,11.16,981,8.07,98.8,10.83,7.4,1.9,0.5,2019-01-30
"76",2019-01-30 13:17:57,17.805,11.13,989,8.07,98.2,10.76,7.4,1.3,0.3,2019-01-30
"76",2019-01-30 13:18:16,18.644,11.09,995,8.07,97,10.64,7.3,1.1,0.3,2019-01-30
"76",2019-01-30 13:18:27,23.591,11.07,1003,8.07,96.7,10.62,7.3,1.4,0.3,2019-01-30
"76",2019-01-30 13:18:37,27.19,11.07,1025,8.06,96.5,10.59,7.1,1,0.2,2019-01-30
"76",2019-01-30 13:18:49,30.842,11.05,1032,8.06,96.3,10.57,6.8,1.2,0.3,2019-01-30
"76",2019-01-30 13:19:00,33.866,11.04,1047,8.06,95.5,10.49,6.7,0.9,0.2,2019-01-30
"76",2019-01-30 13:19:12,35.456,11.06,1056,8.06,94.7,10.4,6.8,1.2,0.3,2019-01-30
"84",2019-01-30 13:28:56,0.583,13,904,8.22,118.7,12.48,6.2,10.2,2.4,2019-01-30
"84",2019-01-30 13:29:09,1.316,12.95,900,8.23,118.4,12.45,6.3,12,2.9,2019-01-30
"84",2019-01-30 13:29:21,2.511,12.52,895,8.25,118.9,12.63,6.7,18.4,4.4,2019-01-30
"84",2019-01-30 13:29:35,4.451,11.78,909,8.26,119,12.86,6.6,15.9,3.8,2019-01-30
"84",2019-01-30 13:29:47,6.171,11.55,937,8.26,117.5,12.75,6.2,11.1,2.7,2019-01-30
"84",2019-01-30 13:30:02,10.123,11.35,946,8.25,113.5,12.38,5.8,7.2,1.7,2019-01-30
"84",2019-01-30 13:30:15,14.175,11.25,973,8.23,109.8,12,5.5,4.6,1.1,2019-01-30
"84",2019-01-30 13:30:29,17.255,11.09,984,8.22,105.7,11.59,5.4,3.2,0.8,2019-01-30
"84",2019-01-30 13:30:45,20.721,10.91,992,8.2,100.8,11.11,5.4,2.3,0.5,2019-01-30
"84",2019-01-30 13:30:59,24.502,10.84,1015,8.19,98,10.82,5.5,1.5,0.4,2019-01-30
"84",2019-01-30 13:31:14,28.767,10.83,1032,8.18,96.3,10.62,7.4,0.7,0.2,2019-01-30
"84",2019-01-30 13:31:29,33.671,10.84,1040,8.16,94.9,10.47,6.6,0.7,0.2,2019-01-30
"84",2019-01-30 13:31:45,37.324,10.85,1044,8.15,93.1,10.27,6.7,1,0.2,2019-01-30
"84",2019-01-30 13:32:03,39.777,10.85,1047,8.15,91.7,10.11,7.1,1,0.2,2019-01-30
"84",2019-01-30 13:32:14,39.96,10.86,1048,8.14,90.9,10.02,7.2,0.9,0.2,2019-01-30
"WSP",2019-01-30 13:53:07,0.607,12.88,603,8.75,173.6,18.31,12.3,61.8,14.8,2019-01-30
"WSP",2019-01-30 13:53:21,0.787,12.99,604,8.76,173.5,18.26,12.1,56.5,13.5,2019-01-30
"WSP",2019-01-30 13:53:32,1.498,12.56,602,8.77,172.6,18.33,12.8,65.2,15.6,2019-01-30
"WSP",2019-01-30 13:53:42,2.369,11.62,687,8.74,163.4,17.72,12.7,52.1,12.4,2019-01-30
"WSP",2019-01-30 13:53:52,3.448,11.1,742,8.66,144.1,15.82,11.1,23.7,5.7,2019-01-30
"WSP",2019-01-30 13:54:03,4.031,11.02,740,8.61,127.3,14,10.2,10.4,2.5,2019-01-30
"WSP",2019-01-30 13:54:16,5.508,10.98,768,8.56,114.2,12.57,9.7,4.4,1.1,2019-01-30
"WSP",2019-01-30 13:54:30,7.27,10.95,785,8.49,104.1,11.46,9.2,2.6,0.6,2019-01-30
"WSP",2019-01-30 13:54:52,7.803,10.95,796,8.44,95.1,10.48,8.8,1.7,0.4,2019-01-30
"WSP",2019-01-30 13:55:04,8.96,10.93,829,8.4,92.5,10.19,8.6,1.5,0.4,2019-01-30
"WSP",2019-01-30 13:55:17,10.873,10.94,897,8.34,91.1,10.03,7.7,1.7,0.4,2019-01-30
"WSP",2019-01-30 13:55:27,12.015,10.95,970,8.32,90,9.91,7.2,1.6,0.4,2019-01-30
"WSP",2019-01-30 13:55:41,13.993,10.9,1027,8.29,89.1,9.82,6.2,1.1,0.3,2019-01-30
"WSP",2019-01-30 13:55:53,15.488,10.87,1030,8.28,88.6,9.77,NA,1.2,0.3,2019-01-30
"16",2019-02-28 08:51:37,0.882,9.26,115,6.78,96.7,11.11,51,3.3,0.8,2019-02-28
"16",2019-02-28 08:51:48,1.366,9.26,115,6.78,97.3,11.17,50.4,3.4,0.8,2019-02-28
"16",2019-02-28 08:51:59,2.738,9.26,115,6.78,97.2,11.16,50.2,3.7,0.9,2019-02-28
"16",2019-02-28 08:52:09,4.038,9.25,115,6.78,96.8,11.12,50.3,3.9,0.9,2019-02-28
"16",2019-02-28 08:52:19,5.494,9.22,114,6.78,96.7,11.12,50.1,3.6,0.9,2019-02-28
"16",2019-02-28 08:52:29,7.495,9.18,114,6.77,96.6,11.11,50.7,3.7,0.9,2019-02-28
"16",2019-02-28 08:52:41,11.405,9.18,115,6.78,96.7,11.13,52.4,3.6,0.9,2019-02-28
"16",2019-02-28 08:52:50,11.705,9.18,115,6.78,96.5,11.1,52.4,3.7,0.9,2019-02-28
"16",2019-02-28 08:53:04,13.611,9.19,116,6.78,96.3,11.08,53.4,3.6,0.9,2019-02-28
"16",2019-02-28 08:53:16,18.199,9.19,115,6.78,96.4,11.09,53.8,3.6,0.9,2019-02-28
"16",2019-02-28 08:53:29,20.972,9.18,115,6.78,96.1,11.06,54.3,3.5,0.8,2019-02-28
"16",2019-02-28 08:53:41,24.165,9.18,115,6.77,96.4,11.09,55.1,3.2,0.8,2019-02-28
"16",2019-02-28 08:53:51,27.008,9.18,115,6.77,96.5,11.1,54.6,3.4,0.8,2019-02-28
"16",2019-02-28 08:54:04,29.775,9.18,115,6.77,96.3,11.08,56.1,3.6,0.9,2019-02-28
"16",2019-02-28 08:54:15,32.468,9.18,115,6.77,96.1,11.06,54.6,3.7,0.9,2019-02-28
"34",2019-02-28 09:14:26,0.774,9.64,159,6.78,96.2,10.95,69.3,5.9,1.4,2019-02-28
"34",2019-02-28 09:14:37,1.043,9.62,159,6.79,96.1,10.94,69.8,6.1,1.5,2019-02-28
"34",2019-02-28 09:14:47,1.977,9.63,159,6.79,96.4,10.98,70.1,6.2,1.5,2019-02-28
"34",2019-02-28 09:14:57,3.427,9.63,159,6.8,96.3,10.97,72.9,6.2,1.5,2019-02-28
"34",2019-02-28 09:15:07,5.279,9.63,155,6.8,95.8,10.91,69.8,6.3,1.5,2019-02-28
"34",2019-02-28 09:15:18,7.572,9.6,155,6.81,95.4,10.86,69,6.4,1.5,2019-02-28
"34",2019-02-28 09:15:29,11.291,9.6,159,6.8,95.2,10.85,70.4,6.4,1.5,2019-02-28
"34",2019-02-28 09:15:40,12.144,9.6,151,6.81,95.2,10.85,70.3,6.6,1.6,2019-02-28
"34",2019-02-28 09:15:51,15.999,9.52,152,6.83,94.9,10.83,69.9,6.3,1.5,2019-02-28
"34",2019-02-28 09:16:01,18.89,9.58,158,6.81,95.1,10.84,69.3,6.3,1.5,2019-02-28
"34",2019-02-28 09:16:12,21.941,9.57,158,6.82,94.8,10.81,68.6,6,1.4,2019-02-28
"34",2019-02-28 09:16:23,25.504,9.57,157,6.82,94.7,10.79,72.7,6.4,1.5,2019-02-28
"34",2019-02-28 09:16:35,28.655,9.57,158,6.82,94.9,10.82,74.7,6.4,1.5,2019-02-28
"34",2019-02-28 09:16:45,32.185,9.57,157,6.83,94.9,10.82,74.5,5.9,1.4,2019-02-28
"34",2019-02-28 09:16:57,34.899,9.56,156,6.83,94.9,10.82,73,6.1,1.5,2019-02-28
"44",2019-02-28 09:44:29,0.777,10.25,221,6.91,93.4,10.48,92.6,10.2,2.4,2019-02-28
"44",2019-02-28 09:44:45,1.186,10.23,220,6.93,93,10.43,89.7,9.7,2.3,2019-02-28
"44",2019-02-28 09:44:59,2.167,10.21,220,6.93,92.9,10.43,91.2,10.2,2.4,2019-02-28
"44",2019-02-28 09:45:08,3.791,10.19,221,6.93,92.8,10.42,91.8,10.6,2.5,2019-02-28
"44",2019-02-28 09:45:21,5.598,10.17,219,6.94,92.4,10.39,92,10.6,2.5,2019-02-28
"44",2019-02-28 09:45:32,8.003,10.15,216,6.95,92.3,10.38,93,10.3,2.5,2019-02-28
"44",2019-02-28 09:45:44,12.019,10.14,214,6.95,92.1,10.36,95.2,10.3,2.5,2019-02-28
"44",2019-02-28 09:45:58,13.268,10.13,213,6.96,92.1,10.36,94.7,10.3,2.5,2019-02-28
"44",2019-02-28 09:46:08,14.194,10.13,213,6.96,92.3,10.39,92.7,10.7,2.6,2019-02-28
"44",2019-02-28 09:46:18,17.405,10.11,212,6.96,92.9,10.45,92.3,10.3,2.5,2019-02-28
"44",2019-02-28 09:46:28,20.628,10.12,211,6.97,92.7,10.43,93.3,10.2,2.4,2019-02-28
"44",2019-02-28 09:46:41,24.02,10.11,211,6.97,92.5,10.41,95.2,10.7,2.6,2019-02-28
"44",2019-02-28 09:46:50,27.754,10.11,211,6.97,92,10.35,93.2,10.2,2.4,2019-02-28
"44",2019-02-28 09:47:04,31.321,10.1,211,6.98,91.9,10.34,91.4,9.9,2.4,2019-02-28
"44",2019-02-28 09:47:14,35.355,10.1,210,6.98,91.8,10.33,92.9,10.3,2.5,2019-02-28
"44",2019-02-28 09:47:28,38.953,10.1,209,6.98,91.5,10.3,92.6,10.1,2.4,2019-02-28
"44",2019-02-28 09:47:40,43.765,10.1,208,6.99,91.5,10.3,97.5,10,2.4,2019-02-28
"44",2019-02-28 09:47:51,48.019,10.1,208,6.99,91.5,10.3,95.1,10.2,2.4,2019-02-28
"Pro",2019-02-28 10:04:29,0.64,10.73,319,7.13,89.9,9.97,112.2,18.8,4.5,2019-02-28
"Pro",2019-02-28 10:04:41,1.123,10.72,319,7.14,89.6,9.94,113.7,19.3,4.6,2019-02-28
"Pro",2019-02-28 10:04:53,2.041,10.68,319,7.15,89.2,9.91,116.3,19.2,4.6,2019-02-28
"Pro",2019-02-28 10:05:02,2.668,10.66,319,7.15,88.8,9.86,117,20,4.8,2019-02-28
"Pro",2019-02-28 10:05:13,3.984,10.65,319,7.16,89,9.89,117.3,20.4,4.9,2019-02-28
"Pro",2019-02-28 10:05:25,5.263,10.61,319,7.16,88.5,9.84,115.9,20.9,5,2019-02-28
"Pro",2019-02-28 10:05:36,6.871,10.59,319,7.17,88.7,9.87,116.4,21,5,2019-02-28
"Pro",2019-02-28 10:05:46,8.489,10.59,319,7.17,89.1,9.91,117.3,21.3,5.1,2019-02-28
"Pro",2019-02-28 10:05:57,10.026,10.57,319,7.17,88.7,9.87,119,21.2,5.1,2019-02-28
"Pro",2019-02-28 10:06:06,11.681,10.57,319,7.17,88.3,9.83,118.3,21.1,5.1,2019-02-28
"Pro",2019-02-28 10:06:17,13.823,10.56,319,7.18,88,9.8,119.3,20.7,5,2019-02-28
"Pro",2019-02-28 10:07:06,15.563,10.56,319,7.2,87.7,9.76,114.6,21.6,5.2,2019-02-28
"Pro",2019-02-28 10:07:20,16.785,10.56,319,7.21,87.4,9.73,116.6,21.8,5.2,2019-02-28
"Pro",2019-02-28 10:07:29,18.531,10.57,319,7.21,87.5,9.73,116.6,21.2,5.1,2019-02-28
"Pro",2019-02-28 10:07:45,21.377,10.55,319,7.21,88.1,9.81,120,21.3,5.1,2019-02-28
"56",2019-02-28 11:01:16,0.597,10,243,7.27,93.9,10.59,55.8,3.9,0.9,2019-02-28
"56",2019-02-28 11:01:29,1.353,9.97,243,7.28,93.8,10.59,57.3,4.2,1,2019-02-28
"56",2019-02-28 11:01:39,2.393,9.93,243,7.28,93.4,10.55,56.7,4.6,1.1,2019-02-28
"56",2019-02-28 11:01:50,3.867,9.89,242,7.28,93,10.52,58.1,4.7,1.1,2019-02-28
"56",2019-02-28 11:01:59,5.217,9.9,242,7.27,93.1,10.52,58.2,4.7,1.1,2019-02-28
"56",2019-02-28 11:02:10,6.784,9.92,244,7.26,93,10.51,57.3,4.2,1,2019-02-28
"56",2019-02-28 11:02:24,8.83,9.88,241,7.27,92.4,10.45,59.2,4.9,1.2,2019-02-28
"56",2019-02-28 11:02:34,10.009,9.83,239,7.27,92.5,10.48,59.2,5,1.2,2019-02-28
"56",2019-02-28 11:02:46,13.495,9.82,240,7.27,92.3,10.45,60.5,4.8,1.1,2019-02-28
"56",2019-02-28 11:02:57,16.933,9.81,239,7.28,92.4,10.47,61.3,5,1.2,2019-02-28
"56",2019-02-28 11:03:08,18.401,9.8,244,7.26,92.7,10.51,60.2,4.8,1.1,2019-02-28
"56",2019-02-28 11:03:21,21.042,9.8,247,7.26,92.5,10.48,60,4.9,1.2,2019-02-28
"56",2019-02-28 11:03:33,25.345,9.8,247,7.26,92.3,10.47,59.3,4.9,1.2,2019-02-28
"56",2019-02-28 11:03:49,30.044,9.79,244,7.27,92,10.43,59.4,4.9,1.2,2019-02-28
"56",2019-02-28 11:04:02,32.779,9.79,245,7.27,91.9,10.42,62.8,4.6,1.1,2019-02-28
"56",2019-02-28 11:04:18,34.178,9.79,244,7.27,91.8,10.41,64.3,4.5,1.1,2019-02-28
"56",2019-02-28 11:04:34,38.206,9.79,244,7.27,91.4,10.36,63.4,4.9,1.2,2019-02-28
"62",2019-02-28 11:21:35,0.918,10.23,469,7.39,95.5,10.71,36.6,2.6,0.6,2019-02-28
"62",2019-02-28 11:21:47,1.15,10.24,468,7.4,95.4,10.7,36.3,2.8,0.7,2019-02-28
"62",2019-02-28 11:21:58,2.651,10.22,469,7.41,95.4,10.7,37.7,2.3,0.5,2019-02-28
"62",2019-02-28 11:22:16,4.642,10.18,468,7.41,95.2,10.69,37.3,2.2,0.5,2019-02-28
"62",2019-02-28 11:22:28,5.453,10.2,467,7.43,95.2,10.68,38.3,2.3,0.5,2019-02-28
"62",2019-02-28 11:22:38,7.132,10.21,468,7.42,95.1,10.66,37.1,2.3,0.6,2019-02-28
"62",2019-02-28 11:22:48,10.418,10.2,473,7.42,95.1,10.67,37.3,1.9,0.5,2019-02-28
"62",2019-02-28 11:22:59,13.184,10.21,475,7.43,94.8,10.63,37,2.1,0.5,2019-02-28
"62",2019-02-28 11:23:12,16.789,10.18,481,7.44,94.7,10.63,36.9,2.3,0.5,2019-02-28
"62",2019-02-28 11:23:24,19.391,10.19,482,7.45,95.2,10.69,37.3,2.4,0.6,2019-02-28
"62",2019-02-28 11:23:41,22.023,10.19,483,7.46,95.3,10.7,37.2,2.2,0.5,2019-02-28
"62",2019-02-28 11:23:36,22.04,10.19,483,7.45,95.2,10.68,37.5,2.1,0.5,2019-02-28
"62",2019-02-28 11:23:53,22.237,10.18,480,7.47,95.1,10.67,37.5,2.5,0.6,2019-02-28
