"Station","DateTime.PT","Depth.feet","Temp.C","SpCond.uS","pH","ODOsat..","ODO.mg.L","Turbid..NTU","Chl.ug.L","Chl.RFU","Date"
"84",2016-02-03 13:58:15,2.69799995422363,10.8199996948242,909,8.1899995803833,100.799995422363,11.1299991607666,8.5,5.89999961853027,1.39999997615814,2016-02-03
"84",2016-02-03 13:58:33,4.10199975967407,10.6399993896484,909,8.1899995803833,100.399993896484,11.1299991607666,8.89999961853027,5.19999980926514,1.19999992847443,2016-02-03
"84",2016-02-03 13:58:47,5.97499990463257,10.5299997329712,909,8.1899995803833,99.5999984741211,11.0699996948242,8.89999961853027,4,1,2016-02-03
"84",2016-02-03 13:59:06,9.21599960327148,10.3699998855591,909,8.17999935150146,97.8999938964844,10.9199991226196,8.89999961853027,2.59999990463257,0.599999964237213,2016-02-03
"84",2016-02-03 13:59:20,11.2119998931885,10.3599996566772,908,8.16999912261963,96.8999938964844,10.8199996948242,8.89999961853027,1.59999990463257,0.399999976158142,2016-02-03
"84",2016-02-03 13:59:35,13.7889995574951,10.3499994277954,915,8.15999984741211,96.3999938964844,10.7599992752075,8.39999961853027,1.5,0.399999976158142,2016-02-03
"84",2016-02-03 13:59:50,15.9179992675781,10.3499994277954,926,8.14999961853027,96,10.7099990844727,8.09999942779541,1.59999990463257,0.399999976158142,2016-02-03
"84",2016-02-03 14:00:08,18.4979991912842,10.3599996566772,933,8.13999938964844,95.2999954223633,10.6299991607666,8,1.59999990463257,0.399999976158142,2016-02-03
"84",2016-02-03 14:00:20,20.2429981231689,10.3599996566772,938,8.13999938964844,95,10.5999994277954,7.89999961853027,1.69999992847443,0.399999976158142,2016-02-03
"84",2016-02-03 14:00:35,24.2339992523193,10.3599996566772,963,8.1299991607666,94.7999954223633,10.5799999237061,7.59999990463257,1.39999997615814,0.299999952316284,2016-02-03
"84",2016-02-03 14:00:46,26.3629989624023,10.3699998855591,968,8.11999988555908,94.7999954223633,10.5699996948242,7.5,1.29999995231628,0.299999952316284,2016-02-03
"84",2016-02-03 14:00:58,30.5479984283447,10.3899993896484,995,8.11999988555908,94.7999954223633,10.5699996948242,7.29999971389771,1,0.199999988079071,2016-02-03
"84",2016-02-03 14:01:10,34.0639991760254,10.4599990844727,1018,8.10999965667725,95,10.5699996948242,7.59999990463257,1.09999990463257,0.299999952316284,2016-02-03
"WSP",2016-02-03 14:19:18,1.37399995326996,10.4799995422363,631,7.9399995803833,91.7999954223633,10.2299995422363,26.3999996185303,2,0.5,2016-02-03
"WSP",2016-02-03 14:19:36,2.2519998550415,10.3899993896484,646,7.92999982833862,91.5999984741211,10.2299995422363,26.1999988555908,1.59999990463257,0.399999976158142,2016-02-03
"WSP",2016-02-03 14:19:54,3.83799982070923,10.3299999237061,682,7.89999961853027,91.3999938964844,10.2199993133545,25.5,1.59999990463257,0.399999976158142,2016-02-03
"WSP",2016-02-03 14:20:10,4.97499990463257,10.3699998855591,712,7.8899998664856,91.7999954223633,10.2599992752075,24.0999984741211,1.5,0.399999976158142,2016-02-03
"WSP",2016-02-03 14:20:26,6.25799989700317,10.4099998474121,781,7.86999988555908,92,10.2599992752075,21.6999988555908,1.5,0.399999976158142,2016-02-03
"WSP",2016-02-03 14:20:46,7.90999984741211,10.5199995040894,806,7.85999965667725,92.0999984741211,10.2399997711182,17.2999992370605,1.39999997615814,0.299999952316284,2016-02-03
"WSP",2016-02-03 14:21:10,9.55399990081787,10.5599994659424,841,7.89999961853027,92.1999969482422,10.25,16.5,1.09999990463257,0.299999952316284,2016-02-03
"WSP",2016-02-03 14:21:28,10.9049997329712,10.5499992370605,784,7.90999984741211,92.2999954223633,10.2599992752075,16.8999996185303,1.39999997615814,0.299999952316284,2016-02-03
"WSP",2016-02-03 14:21:44,12.717999458313,10.5999994277954,899,7.86999988555908,92.5,10.2699995040894,12,1,0.199999988079071,2016-02-03
"WSP",2016-02-03 14:21:55,13.0179996490479,10.5999994277954,900,7.8899998664856,92.5,10.2599992752075,11,1.19999992847443,0.299999952316284,2016-02-03
"WSP",2016-02-03 14:22:10,14.0049991607666,10.5999994277954,901,7.90999984741211,93,10.3199996948242,10.3999996185303,1.5,0.299999952316284,2016-02-03
"WSP",2016-02-03 14:22:26,15.3409996032715,10.6099996566772,904,7.91999959945679,93,10.3299999237061,10.5,1.09999990463257,0.299999952316284,2016-02-03
"16",2016-03-02 09:15:18,0.934,13.7,188,7.37,95.6,9.91,7.4,1.2,0.3,2016-03-02
"16",2016-03-02 09:15:37,1.989,13.69,188,7.36,95.4,9.9,7.4,1.4,0.3,2016-03-02
"16",2016-03-02 09:15:56,3.677,13.68,188,7.35,95.4,9.89,7.5,1.6,0.4,2016-03-02
"16",2016-03-02 09:16:19,5.946,13.67,188,7.34,95.2,9.88,7.7,2.2,0.5,2016-03-02
"16",2016-03-02 09:16:34,7.854,13.64,187,7.33,95.1,9.88,8.4,1.5,0.4,2016-03-02
"16",2016-03-02 09:16:55,10.802,13.64,188,7.32,95.4,9.91,8.4,1.6,0.4,2016-03-02
"16",2016-03-02 09:17:17,13.536,13.64,188,7.31,95.2,9.89,8.4,1.3,0.3,2016-03-02
"16",2016-03-02 09:17:37,16.704,13.64,188,7.3,94.9,9.85,7.5,1.3,0.3,2016-03-02
"16",2016-03-02 09:17:58,21.018,13.63,187,7.3,94.7,9.84,7.6,1.2,0.3,2016-03-02
"16",2016-03-02 09:18:18,25.066,13.63,187,7.29,94.5,9.82,7.5,1.4,0.3,2016-03-02
"16",2016-03-02 09:18:41,29.806,13.63,187,7.28,94.5,9.82,7.6,1.6,0.4,2016-03-02
"16",2016-03-02 09:19:00,33.227,13.63,187,7.28,94.8,9.85,7.6,1.4,0.3,2016-03-02
"16",2016-03-02 09:19:21,34.931,13.63,187,7.27,94.8,9.84,9.8,1.7,0.4,2016-03-02
"34",2016-03-02 09:47:39,1.04199993610382,13.6799993515015,181,7.22999954223633,95.3999938964844,9.89999961853027,2.29999995231628,0.899999976158142,0.199999988079071,2016-03-02
"34",2016-03-02 09:48:15,2.60399985313416,13.6099996566772,181,7.22999954223633,95.1999969482422,9.89999961853027,2.29999995231628,1,0.199999988079071,2016-03-02
"34",2016-03-02 09:48:32,4.45199966430664,13.5999994277954,181,7.21999979019165,95.2999954223633,9.89999961853027,2.19999980926514,1.29999995231628,0.299999952316284,2016-03-02
"34",2016-03-02 09:48:50,7.00699996948242,13.5899991989136,181,7.21999979019165,95.5999984741211,9.92999935150146,2.5,1.09999990463257,0.299999952316284,2016-03-02
"34",2016-03-02 09:49:10,9.07299995422363,13.5599994659424,181,7.21999979019165,95.2999954223633,9.90999984741211,3.09999990463257,1.29999995231628,0.299999952316284,2016-03-02
"34",2016-03-02 09:49:26,11.6519994735718,13.5599994659424,181,7.21999979019165,94.8999938964844,9.86999988555908,2.69999980926514,1.09999990463257,0.299999952316284,2016-03-02
"34",2016-03-02 09:49:41,14.2449998855591,13.5599994659424,181,7.21999979019165,94.7999954223633,9.85999965667725,3.09999990463257,1.79999995231628,0.399999976158142,2016-03-02
"34",2016-03-02 09:49:59,17.3409996032715,13.5599994659424,181,7.20999956130981,94.5,9.82999992370605,2.5,1,0.199999988079071,2016-03-02
"34",2016-03-02 09:50:16,20.7019996643066,13.5599994659424,181,7.20999956130981,94.5,9.82999992370605,2.59999990463257,1.39999997615814,0.299999952316284,2016-03-02
"34",2016-03-02 09:50:34,23.8889999389648,13.5499992370605,181,7.20999956130981,94.5,9.82999992370605,2.39999985694885,0.799999952316284,0.199999988079071,2016-03-02
"34",2016-03-02 09:50:50,27.0369987487793,13.5499992370605,181,7.20999956130981,94.5999984741211,9.83999919891357,2.39999985694885,0.699999988079071,0.199999988079071,2016-03-02
"34",2016-03-02 09:51:09,31.0129985809326,13.5499992370605,181,7.20999956130981,94.6999969482422,9.85999965667725,2.69999980926514,0.399999976158142,0.0999999642372131,2016-03-02
"34",2016-03-02 09:51:27,33.6549987792969,13.5499992370605,181,7.20999956130981,94.3999938964844,9.81999969482422,3.09999990463257,0.599999964237213,0.199999988079071,2016-03-02
"44",2016-03-02 10:19:41,1.10099995136261,13.7099990844727,182,7.25999975204468,95.3999938964844,9.88999938964844,2.89999985694885,1.79999995231628,0.399999976158142,2016-03-02
"44",2016-03-02 10:19:58,2.23599982261658,13.7099990844727,182,7.25999975204468,95.2999954223633,9.8799991607666,3.39999985694885,0.699999988079071,0.199999988079071,2016-03-02
"44",2016-03-02 10:20:14,3.99699997901917,13.7099990844727,182,7.25,95.0999984741211,9.85999965667725,3,0.699999952316284,0.0999999642372131,2016-03-02
"44",2016-03-02 10:20:30,6.0189995765686,13.6999998092651,182,7.25,95.0999984741211,9.85999965667725,2.89999985694885,0.699999952316284,0.0999999642372131,2016-03-02
"44",2016-03-02 10:20:42,7.05099964141846,13.6899995803833,182,7.25999975204468,95.0999984741211,9.85999965667725,3.29999995231628,0.799999952316284,0.199999988079071,2016-03-02
"44",2016-03-02 10:20:57,9.70299911499023,13.6899995803833,182,7.25,95.0999984741211,9.85999965667725,3.19999980926514,0.899999976158142,0.199999988079071,2016-03-02
"44",2016-03-02 10:21:10,11.7829999923706,13.6899995803833,182,7.25,95.2999954223633,9.88999938964844,3.39999985694885,1.19999992847443,0.299999952316284,2016-03-02
"44",2016-03-02 10:21:23,14.75,13.6899995803833,181,7.25,95.2999954223633,9.8799991607666,3.19999980926514,1.19999992847443,0.299999952316284,2016-03-02
"44",2016-03-02 10:21:38,18.8779983520508,13.6699991226196,180,7.25,94.8999938964844,9.84999942779541,2.89999985694885,1.29999995231628,0.299999952316284,2016-03-02
"44",2016-03-02 10:21:53,22.261999130249,13.6599998474121,178,7.25999975204468,94.6999969482422,9.82999992370605,3.19999980926514,1,0.199999988079071,2016-03-02
"44",2016-03-02 10:22:08,26.5139999389648,13.6499996185303,179,7.23999977111816,94.5999984741211,9.81999969482422,3,0.699999988079071,0.199999988079071,2016-03-02
"44",2016-03-02 10:22:23,30.0819988250732,13.6599998474121,179,7.23999977111816,94.5,9.80999946594238,2.89999985694885,0.799999952316284,0.199999988079071,2016-03-02
"44",2016-03-02 10:22:36,33.5379981994629,13.6699991226196,180,7.25,94.3999938964844,9.79999923706055,2.89999985694885,0.5,0.0999999642372131,2016-03-02
"44",2016-03-02 10:23:16,39.9229965209961,13.6499996185303,179,7.25,94.6999969482422,9.82999992370605,2.89999985694885,0.699999988079071,0.199999988079071,2016-03-02
"Pro",2016-03-02 10:50:59,1.20299994945526,16.2199993133545,424,7.64999961853027,100.799995422363,9.88999938964844,8.79999923706055,4.59999990463257,1.09999990463257,2016-03-02
"Pro",2016-03-02 10:51:19,1.78599989414215,16.2399997711182,423,7.69999980926514,100.699996948242,9.8799991607666,8.79999923706055,5.09999990463257,1.19999992847443,2016-03-02
"Pro",2016-03-02 10:51:36,3.79299998283386,15.8399991989136,397,7.75999975204468,100.199996948242,9.90999984741211,8.19999980926514,4.39999961853027,1,2016-03-02
"Pro",2016-03-02 10:51:54,5.35199975967407,15.6499996185303,388,7.79999971389771,100.199996948242,9.94999980926514,8,3.89999985694885,0.899999976158142,2016-03-02
"Pro",2016-03-02 10:52:15,7.35599994659424,15.6199998855591,386,7.80999994277954,99.6999969482422,9.90999984741211,8.19999980926514,3.19999980926514,0.799999952316284,2016-03-02
"Pro",2016-03-02 10:52:31,9.26499938964844,15.5099992752075,365,7.83999967575073,99.5,9.90999984741211,8,3,0.699999988079071,2016-03-02
"Pro",2016-03-02 10:52:45,10.9509992599487,15.4599990844727,362,7.84999990463257,99.2999954223633,9.89999961853027,8,2.79999995231628,0.699999988079071,2016-03-02
"Pro",2016-03-02 10:53:03,13.1999998092651,15.4199991226196,357,7.86999988555908,99.1999969482422,9.89999961853027,7.29999971389771,3.29999995231628,0.799999952316284,2016-03-02
"Pro",2016-03-02 10:53:16,14.8229999542236,15.3599996566772,335,7.85999965667725,99,9.89999961853027,6.79999971389771,3.09999990463257,0.699999988079071,2016-03-02
"Pro",2016-03-02 10:53:34,17.6549987792969,15.2399997711182,321,7.85999965667725,99,9.92999935150146,6.5,2.69999980926514,0.599999964237213,2016-03-02
"Pro",2016-03-02 10:53:48,20.1749992370605,15.1499996185303,315,7.86999988555908,98.7999954223633,9.91999912261963,6.5,2.5,0.599999964237213,2016-03-02
"56",2016-03-02 12:08:15,1.00099992752075,15.289999961853,248,7.58999967575073,101.599998474121,10.1799993515015,2.5,1.69999992847443,0.399999976158142,2016-03-02
"56",2016-03-02 12:08:51,2.42899990081787,14.6499996185303,242,7.59999990463257,100.299995422363,10.1899995803833,2.59999990463257,1.29999995231628,0.299999952316284,2016-03-02
"56",2016-03-02 12:09:09,3.46999979019165,14.5799999237061,240,7.59999990463257,100.199996948242,10.1899995803833,2.59999990463257,1.5,0.399999976158142,2016-03-02
"56",2016-03-02 12:09:28,4.96699953079224,14.5899991989136,241,7.59999990463257,100.299995422363,10.1999998092651,2.69999980926514,2,0.5,2016-03-02
"56",2016-03-02 12:09:41,6.22599983215332,14.6499996185303,241,7.58999967575073,100.5,10.2099990844727,2.69999980926514,2.09999990463257,0.5,2016-03-02
"56",2016-03-02 12:09:56,8.37899971008301,14.4599990844727,239,7.58999967575073,100,10.1899995803833,2.5,1.79999995231628,0.399999976158142,2016-03-02
"56",2016-03-02 12:10:12,10.9929990768433,14.3899993896484,238,7.59999990463257,99.3999938964844,10.1499996185303,2.69999980926514,1.5,0.299999952316284,2016-03-02
"56",2016-03-02 12:10:33,14.7099990844727,14.3699998855591,237,7.58999967575073,98.5999984741211,10.0799999237061,2.89999985694885,1.59999990463257,0.399999976158142,2016-03-02
"56",2016-03-02 12:10:58,18.2629985809326,14.3499994277954,235,7.56999969482422,98.3999938964844,10.0499992370605,2.89999985694885,1.39999997615814,0.299999952316284,2016-03-02
"56",2016-03-02 12:11:12,20.5419998168945,14.3299999237061,235,7.56999969482422,98.0999984741211,10.0299997329712,3,1.39999997615814,0.299999952316284,2016-03-02
"56",2016-03-02 12:11:28,23.625,14.2799997329712,230,7.58999967575073,97.8999938964844,10.0199995040894,3,0.799999952316284,0.199999988079071,2016-03-02
"56",2016-03-02 12:11:47,26.7209987640381,14.2299995422363,227,7.59999990463257,97.7999954223633,10.0199995040894,3.19999980926514,0.899999976158142,0.199999988079071,2016-03-02
"56",2016-03-02 12:12:06,30.4469985961914,14.2199993133545,226,7.58999967575073,97.6999969482422,10.0199995040894,3.09999990463257,1.5,0.399999976158142,2016-03-02
"56",2016-03-02 12:12:23,33.890998840332,14.1899995803833,224,7.58999967575073,97,9.94999980926514,2.69999980926514,1.39999997615814,0.299999952316284,2016-03-02
"56",2016-03-02 12:12:38,37.8529968261719,14.1899995803833,224,7.54999971389771,96.6999969482422,9.91999912261963,4.3999996185302,1.09999990463257,0.299999952316284,2016-03-02
"62",2016-03-02 12:37:14,0.938999950885773,14.8499994277954,377,7.66999959945679,97,9.79999923706055,20.5999984741211,2.29999995231628,0.5,2016-03-02
"62",2016-03-02 12:37:30,2.41599988937378,14.789999961853,378,7.65999984741211,96.5,9.75999927520752,24.8999996185303,2.19999980926514,0.5,2016-03-02
"62",2016-03-02 12:37:50,4.71299982070923,14.7099990844727,379,7.66999959945679,96.0999984741211,9.73999977111816,31.7999992370605,2.19999980926514,0.5,2016-03-02
"62",2016-03-02 12:38:10,7.14699983596802,14.6999998092651,379,7.66999959945679,95.8999938964844,9.72999954223633,33.7999992370605,2.29999995231628,0.5,2016-03-02
"62",2016-03-02 12:38:29,9.84999942779541,14.6699991226196,379,7.66999959945679,95.5,9.6899995803833,35.8999977111816,2.19999980926514,0.5,2016-03-02
"62",2016-03-02 12:38:47,13.3929996490479,14.6599998474121,379,7.66999959945679,95.2999954223633,9.66999912261963,36.8999977111816,2.29999995231628,0.5,2016-03-02
"62",2016-03-02 12:39:02,16.3479995727539,14.6699991226196,379,7.66999959945679,95.0999984741211,9.64999961853027,38.2999992370605,2.89999985694885,0.699999988079071,2016-03-02
"62",2016-03-02 12:39:19,20.8919982910156,14.6199998855591,380,7.66999959945679,94.7999954223633,9.6299991607666,50.6999969482422,3.29999995231628,0.799999952316284,2016-03-02
"62",2016-03-02 12:39:35,24.0269985198975,14.6099996566772,382,7.66999959945679,94.5999984741211,9.60999965667725,76.6999969482422,3.89999985694885,0.899999976158142,2016-03-02
"62",2016-03-02 12:39:53,28.2649993896484,14.6199998855591,383,7.66999959945679,95,9.64999961853027,95.5999984741211,4.5,1.09999990463257,2016-03-02
"62",2016-03-02 12:40:10,31.2299995422363,14.6499996185303,385,7.66999959945679,94.8999938964844,9.6299991607666,107.699996948242,5.89999961853027,1.39999997615814,2016-03-02
"66",2016-03-02 12:59:23,0.961999952793121,15.5499992370605,562,7.89999961853027,102.799995422363,10.2299995422363,17.5,3.19999980926514,0.799999952316284,2016-03-02
"66",2016-03-02 12:59:46,2.83899998664856,14.9199991226196,565,7.89999961853027,101.199996948242,10.1999998092651,20.0999984741211,3.19999980926514,0.799999952316284,2016-03-02
"66",2016-03-02 13:00:02,5.18199968338013,14.5899991989136,563,7.89999961853027,100.099998474121,10.1699991226196,21.3999996185303,2.29999995231628,0.599999964237213,2016-03-02
"66",2016-03-02 13:00:17,7.58299970626831,14.4499998092651,565,7.90999984741211,99.2999954223633,10.1199998855591,21.1999988555908,2,0.5,2016-03-02
"66",2016-03-02 13:00:35,9.67799949645996,14.4399995803833,565,7.90999984741211,98.5999984741211,10.0499992370605,24,1.79999995231628,0.399999976158142,2016-03-02
"66",2016-03-02 13:00:49,11.6959991455078,14.4399995803833,566,7.90999984741211,98.2999954223633,10.0199995040894,26,2.29999995231628,0.5,2016-03-02
"66",2016-03-02 13:01:04,14.0719995498657,14.4499998092651,568,7.90999984741211,98.0999984741211,9.98999977111816,30.8999996185303,2.69999980926514,0.699999988079071,2016-03-02
"66",2016-03-02 13:01:20,16.1569995880127,14.4699993133545,568,7.90999984741211,98.2999954223633,10.0099992752075,44.0999984741211,3,0.699999988079071,2016-03-02
"66",2016-03-02 13:01:32,18.9559993743896,14.4599990844727,568,7.90999984741211,98.2999954223633,10.0199995040894,46.5999984741211,3.5,0.799999952316284,2016-03-02
"66",2016-03-02 13:01:46,22.1419982910156,14.4499998092651,567,7.90999984741211,98.1999969482422,10.0099992752075,49.0999984741211,2.89999985694885,0.699999988079071,2016-03-02
"66",2016-03-02 13:02:00,25.9739990234375,14.4299993515015,565,7.90999984741211,97.6999969482422,9.95999908447266,57.6999969482422,3,0.699999988079071,2016-03-02
"66",2016-03-02 13:02:18,29.265998840332,14.4299993515015,565,7.90999984741211,97.5999984741211,9.94999980926514,69.8999938964844,4.09999990463257,1,2016-03-02
"66",2016-03-02 13:02:32,32.6209983825684,14.4299993515015,565,7.90999984741211,97.1999969482422,9.90999984741211,72.6999969482422,3.79999995231628,0.899999976158142,2016-03-02
"66",2016-03-02 13:02:44,34.8419990539551,14.4299993515015,565,7.90999984741211,97.1999969482422,9.90999984741211,74.6999969482422,4,1,2016-03-02
"70",2016-03-02 13:21:13,0.913999974727631,15.8899993896484,776,8.1299991607666,106.199996948242,10.4799995422363,14.1999998092651,3.29999995231628,0.799999952316284,2016-03-02
"70",2016-03-02 13:21:35,1.92699992656708,15.3099994659424,777,8.13999938964844,104.599998474121,10.4599990844727,13,3.89999985694885,0.899999976158142,2016-03-02
"70",2016-03-02 13:21:53,3.33099985122681,14.8299999237061,782,8.13999938964844,104.299995422363,10.5299997329712,16.0999984741211,3.09999990463257,0.699999988079071,2016-03-02
"70",2016-03-02 13:22:10,4.91499996185303,14.6199998855591,785,8.1299991607666,103.099998474121,10.4599990844727,16.2999992370605,2.09999990463257,0.5,2016-03-02
"70",2016-03-02 13:22:24,7.32399988174438,14.4699993133545,787,8.1299991607666,102.5,10.4299993515015,15.2999992370605,1.79999995231628,0.399999976158142,2016-03-02
"70",2016-03-02 13:22:38,9.46299934387207,14.4399995803833,788,8.1299991607666,101.799995422363,10.3699998855591,15.8999996185303,1.59999990463257,0.399999976158142,2016-03-02
"70",2016-03-02 13:22:53,12.2679996490479,14.4099998474121,792,8.11999988555908,101.699996948242,10.3599996566772,16.8999996185303,1.89999997615814,0.399999976158142,2016-03-02
"70",2016-03-02 13:23:05,13.8659992218018,14.3899993896484,794,8.11999988555908,101.399993896484,10.3399991989136,17,1.89999997615814,0.5,2016-03-02
"70",2016-03-02 13:23:22,16.9119987487793,14.3299999237061,802,8.11999988555908,100.799995422363,10.289999961853,22.8999996185303,2.09999990463257,0.5,2016-03-02
"70",2016-03-02 13:23:36,19.1639995574951,14.3099994659424,803,8.11999988555908,100.199996948242,10.2299995422363,26.6999988555908,2,0.5,2016-03-02
"70",2016-03-02 13:23:50,23.6809997558594,14.289999961853,808,8.11999988555908,99.8999938964844,10.2099990844727,36.0999984741211,2.5,0.599999964237213,2016-03-02
"70",2016-03-02 13:24:01,27.4119987487793,14.2799997329712,811,8.10999965667725,99.6999969482422,10.1799993515015,43.8999977111816,2.59999990463257,0.599999964237213,2016-03-02
"70",2016-03-02 13:24:15,32.8329963684082,14.2799997329712,809,8.11999988555908,99.1999969482422,10.1399993896484,60,3.19999980926514,0.799999952316284,2016-03-02
"74",2016-03-02 13:36:49,1.07199990749359,16.4799995422363,863,8.21999931335449,109.099998474121,10.6299991607666,9.19999980926514,4,1,2016-03-02
"74",2016-03-02 13:37:07,2.51299977302551,15.789999961853,861,8.22999954223633,108,10.6799993515015,8.89999961853027,5.59999990463257,1.29999995231628,2016-03-02
"74",2016-03-02 13:37:22,4.29499959945679,15.1899995803833,857,8.23999977111816,108,10.8199996948242,9.19999980926514,4.59999990463257,1.09999990463257,2016-03-02
"74",2016-03-02 13:37:39,6.45999956130981,14.7399997711182,865,8.23999977111816,106.5,10.7799997329712,9.09999942779541,3.5,0.799999952316284,2016-03-02
"74",2016-03-02 13:37:52,9.69799995422363,14.5299997329712,869,8.22999954223633,105,10.6699991226196,10.1999998092651,2.29999995231628,0.599999964237213,2016-03-02
"74",2016-03-02 13:38:09,13.2069997787476,14.3499994277954,875,8.22999954223633,103.5,10.5599994659424,13.5,1.59999990463257,0.399999976158142,2016-03-02
"74",2016-03-02 13:38:21,16.1889991760254,14.2999992370605,886,8.21999931335449,102.799995422363,10.5,19.5,1.59999990463257,0.399999976158142,2016-03-02
"74",2016-03-02 13:38:36,19.6829986572266,14.2099990844727,895,8.21999931335449,102.099998474121,10.4399995803833,24.3999996185303,1.79999995231628,0.399999976158142,2016-03-02
"74",2016-03-02 13:38:52,23.0539989471436,14.0999994277954,906,8.20999908447266,101,10.3599996566772,26.7999992370605,1.5,0.399999976158142,2016-03-02
"74",2016-03-02 13:39:05,26.5999984741211,14.0299997329712,912,8.20999908447266,100.399993896484,10.3099994659424,32.3999977111816,2.29999995231628,0.599999964237213,2016-03-02
"76",2016-03-02 13:51:42,0.910999953746796,16.0599994659424,915,8.33999919891357,114.5,11.2599992752075,5.79999971389771,4.09999990463257,1,2016-03-02
"76",2016-03-02 13:51:58,2.15299987792969,15.789999961853,916,8.33999919891357,113.799995422363,11.25,5.69999980926514,4.5,1.09999990463257,2016-03-02
"76",2016-03-02 13:52:14,4.58099985122681,15.0199995040894,915,8.33999919891357,112.699996948242,11.3299999237061,6,4.69999980926514,1.09999990463257,2016-03-02
"76",2016-03-02 13:52:30,6.96999979019165,14.5699996948242,917,8.34999942779541,110.199996948242,11.1799993515015,6.09999990463257,3.39999985694885,0.799999952316284,2016-03-02
"76",2016-03-02 13:52:45,9.18599987030029,14.4399995803833,919,8.33999919891357,108.299995422363,11.0199995040894,6.19999980926514,2.5,0.599999964237213,2016-03-02
"76",2016-03-02 13:53:02,12.5069999694824,14.2699995040894,924,8.33999919891357,106.599998474121,10.8899993896484,6.19999980926514,1.79999995231628,0.399999976158142,2016-03-02
"76",2016-03-02 13:53:17,15.5249996185303,14.1799993515015,928,8.32999992370605,105.5,10.7999992370605,6.89999961853027,1,0.199999988079071,2016-03-02
"76",2016-03-02 13:53:31,18.5749988555908,14.1199998855591,932,8.31999969482422,104.699996948242,10.7299995422363,8.19999980926514,1.09999990463257,0.299999952316284,2016-03-02
"76",2016-03-02 13:53:43,22.4559993743896,14.039999961853,937,8.31999969482422,103.5,10.6299991607666,8.69999980926514,1.89999997615814,0.5,2016-03-02
"76",2016-03-02 13:53:57,26.7249984741211,13.8799991607666,949,8.30999946594238,102.699996948242,10.5799999237061,10.2999992370605,1.59999990463257,0.399999976158142,2016-03-02
"76",2016-03-02 13:54:10,29.9039993286133,13.7799997329712,955,8.29999923706055,101.599998474121,10.4899997711182,11.5,1.5,0.399999976158142,2016-03-02
"76",2016-03-02 13:54:27,34.8579978942871,13.5499992370605,977,8.27999973297119,99.5999984741211,10.3299999237061,13.0999994277954,1,0.199999988079071,2016-03-02
"84",2016-03-02 14:07:57,0.945999979972839,16.3399982452393,907,8.46999931335449,130.099990844727,12.7199993133545,2.29999995231628,7.19999980926514,1.69999992847443,2016-03-02
"84",2016-03-02 14:08:20,2.86399984359741,15.75,896,8.5,131.899993896484,13.0499992370605,2,13.2999992370605,3.19999980926514,2016-03-02
"84",2016-03-02 14:08:41,4.14299964904785,15.2199993133545,892,8.51999950408936,134.699996948242,13.4899997711182,1.89999997615814,18.5999984741211,4.39999961853027,2016-03-02
"84",2016-03-02 14:08:58,5.76299953460693,14.8199996948242,893,8.53999996185303,134.899993896484,13.6199998855591,1.79999995231628,16,3.79999995231628,2016-03-02
"84",2016-03-02 14:09:22,8.28099918365479,14.5599994659424,898,8.53999996185303,130.699996948242,13.2699995040894,1.59999990463257,10.1999998092651,2.39999985694885,2016-03-02
"84",2016-03-02 14:09:42,10.4119997024536,14.4699993133545,900,8.52999973297119,126.799995422363,12.8999996185303,1.59999990463257,7.89999961853027,1.89999997615814,2016-03-02
"84",2016-03-02 14:09:56,12.8739995956421,14.4199991226196,902,8.51999950408936,124.899993896484,12.7199993133545,1.69999992847443,6.79999971389771,1.59999990463257,2016-03-02
"84",2016-03-02 14:10:18,16.8779983520508,14.2799997329712,920,8.48999977111816,120.399993896484,12.2999992370605,2.69999980926514,4.39999961853027,1.09999990463257,2016-03-02
"84",2016-03-02 14:10:33,20.2599983215332,14.2199993133545,927,8.45999908447266,117.399993896484,12.0099992752075,3.09999990463257,3.79999995231628,0.899999976158142,2016-03-02
"84",2016-03-02 14:10:49,23.9289989471436,14.0499992370605,931,8.42999935150146,114.099998474121,11.7199993133545,3.29999995231628,3.19999980926514,0.799999952316284,2016-03-02
"84",2016-03-02 14:11:06,28.2469997406006,13.7599992752075,950,8.39999961853027,110,11.3699998855591,3.39999985694885,2.39999985694885,0.599999964237213,2016-03-02
"84",2016-03-02 14:11:18,30.5319995880127,13.6499996185303,981,8.3799991607666,107.099998474121,11.0899991989136,3.69999980926514,2.19999980926514,0.5,2016-03-02
"84",2016-03-02 14:11:53,34.5459976196289,13.3099994659424,1033,8.30999946594238,98.5,10.2699995040894,7,1.79999995231628,0.399999976158142,2016-03-02
"WSP",2016-03-02 14:32:07,1.00999999046326,16.6199989318848,799,8.69999980926514,140.399993896484,13.6499996185303,1.69999992847443,12.5999994277954,3,2016-03-02
"WSP",2016-03-02 14:32:29,1.83399999141693,16.6099987030029,792,8.6899995803833,141.599990844727,13.7599992752075,1.19999992847443,11.6999998092651,2.79999995231628,2016-03-02
"WSP",2016-03-02 14:32:49,3.8289999961853,16.2899990081787,796,8.6899995803833,140.899993896484,13.789999961853,1,11.3999996185303,2.69999980926514,2016-03-02
"WSP",2016-03-02 14:33:08,5.03899955749512,15.5599994659424,805,8.67999935150146,136.199996948242,13.539999961853,1,9.39999961853027,2.19999980926514,2016-03-02
